,timestamp,value
0,1618450041408,0.21953267175419014
1,1618450041408,0.21915060477181553
2,1618453611203,0.2187685377894409
3,1618457274626,0.20644687760785851
4,1618460839909,0.4972249871806473
5,1618464437936,0.3189706311143285
6,1618468012457,0.2529836415005178
7,1618471590230,0.2270684402618164
8,1618475207607,0.25616083009079116
9,1618482624596,0.27465588835600596
10,1618486238204,0.20740707226093164
11,1618492997864,0.3530097829256276
12,1618493010059,0.2549392211866196
13,1618493017934,0.31109301320141963
14,1618493024944,0.3264259644677706
15,1618493047881,0.3085743874360289
16,1618493056309,0.33328808855910474
17,1618493065346,0.38426889472043757
18,1618493074043,0.28758081219396936
19,1618493097921,0.37517972229763014
20,1618493107978,0.39905890869604554
21,1618493118495,0.27963281352114944
22,1618493126845,0.2492182708452729
23,1618493157650,0.26522486652791605
24,1618493165866,0.20586874993716003
25,1618493174575,0.0
26,1618493182585,0.34088418343236915
27,1618493189786,0.30441186820699984
28,1618493196763,0.34192481323962637
29,1618493204122,0.2836947888074483
30,1618493210989,0.2900240300023125
31,1618493218777,0.27899938668194935
32,1618493226823,0.27941161684714305
33,1618493234336,0.31356136699544535
34,1618493242052,0.41177269025427565
35,1618493249475,0.2392795021063956
36,1618493257371,0.5957027518877125
37,1618493264826,0.2528881247549241
38,1618493272890,0.2948099216762686
39,1618493280635,0.3693481736192803
40,1618493289569,0.34569521109200774
41,1618493298079,0.35477432912054213
42,1618493305490,0.3276978453433073
43,1618493313538,0.9175992117354889
44,1618493322422,0.2134045184447863
45,1618493345326,0.2206688183070411
46,1618493355276,0.20013774520154032
47,1618493365171,0.2068038086045506
48,1618493376029,0.1960053891553303
49,1618493403660,0.0854673785177812
50,1618493410998,0.2884203541157663
51,1618493417146,0.3177238862244744
52,1618493429006,0.49185091344171966
53,1618493434869,0.3359826662242733
54,1618493440803,0.22544465558672416
55,1618493447257,0.2700057310047356
56,1618493453167,0.27180546757960566
57,1618493458948,0.5018047637720066
58,1618493465068,0.23469469831789985
59,1618493470771,0.3010235373369931
60,1618493482729,0.3524919816205673
61,1618493488308,0.2964236519570878
62,1618493494002,0.3323178395117586
63,1618493499941,0.3026774851949044
64,1618493505922,0.32099659156034144
65,1618493512395,0.8628027629475462
66,1618493518444,0.22945635890165797
67,1618493524032,0.2375803094742557
68,1618493529797,0.24251701706230708
69,1618493535615,0.26816074965563697
70,1618493541907,0.2109311374536241
71,1618493547757,0.029388994460028756
72,1618493553822,0.02323067796780583
73,1618493559405,0.285590042127912
74,1618493565557,0.3180808172211665
75,1618493571304,0.26458641249157944
76,1618493577232,0.33810917061301643
77,1618493583008,0.40250253873455394
78,1618493589089,0.24050613820770367
79,1618493594745,0.22666123729375925
80,1618493600450,0.3436491418574488
81,1618493606897,0.2995204053931771
82,1618493612652,0.5926763792115344
83,1618493618450,0.4538201671040328
84,1618493624593,0.2646819292371731
85,1618493642028,0.27681758312470467
86,1618493648147,0.42270684402618164
87,1618493654006,0.2638976864838778
88,1618493659781,0.960456067324224
89,1618493665649,0.9579123055731507
90,1618493671950,0.22919494465055953
91,1618493683028,0.21546064207361829
92,1618493695924,0.20683899898450617
93,1618493701880,0.16523894267989825
94,1618493707724,0.1401532289687208
95,1618493713504,0.026181642686936325
96,1618493719640,0.2779788656632381
97,1618493725352,0.2671150926512432
98,1618493731267,0.2647673915884938
99,1618493737283,0.37966900934053227
100,1618493742831,0.29213042560250957
101,1618493748894,0.31833720427512846
102,1618493755168,0.23683125710091593
103,1618493760878,0.5004172573623302
104,1618493767536,0.32259524024975117
105,1618493773822,0.31721613931368703
106,1618493786256,0.27547029429212033
107,1618493793003,0.29998290752973583
108,1618493799412,0.29810776299781816
109,1618493805444,0.32375149559114813
110,1618493811521,0.30680984124111443
111,1618493817611,0.4316753637177128
112,1618493823942,0.22721925617591168
113,1618493830361,0.22748067042701012
114,1618493836620,0.22265958837309843
115,1618493842449,0.21174051619260198
116,1618493848542,0.22116651082355543
117,1618493854439,0.1900280517600217
118,1618493860787,0.022969263716707385
119,1618493867008,0.022712876662745452
120,1618493872628,0.2752340160267045
121,1618493878452,0.2914467267919444
122,1618493890498,0.2666475633175479
123,1618493908941,0.23493600378045223
124,1618493914818,0.2552659890004927
125,1618493920556,0.2623191465830141
126,1618493937407,0.19284830935360298
127,1618493950125,0.2928593691873033
128,1618493955832,0.2901949547049538
129,1618493961603,0.2769885078273459
130,1618493967374,0.27667682160488244
131,1618493973120,0.9662071808483897
132,1618493991751,1.0
133,1618494009423,0.17419740797715644
134,1618494015174,0.16726490312591116
135,1618494021137,0.1289375521571703
136,1618494027111,0.050211644999447004
137,1618494033277,0.06859107773052213
